company_id,name,registered_address_1,registered_address_2,registered_address_suite,registered_address_city,registered_address_country_id,country_registered,registered_address_zipcode,telephone_no,alternate_tele_no,fax_no,billing_address_1,billing_address_2,billing_address_suite,billing_address_city,billing_address_country_id,billing_address_zipcode,billing_telephone_number,billing_alt_telephone_no,logo_url,web_adr,overview,registration_date,active_untill_date,company_state,subscription_package,remaining_job_credit,total_user_subscription,registered_address_state,billing_address_state,contact_person_id,billing_phone_type_id,billing_alt_phone_type_id,phone_type_id,company_admin,alt_phone_type_id,email_id,sector_id,sectorname,industry_id,industryname,company_size_id,companysize,telephone_no_code,telephone_code,alternate_tele_no_code,billing_telephone_number_code,billing_alt_telephone_no_code,doc_url,is_public
1034,GECOMSA,CARACOLAS MALABO,,,MALABO,66,country.equatorial.guinea,,666554000,666675500,,CARACOLAS MALABO,,,MALABO,66,,666554000,666675500,1034_photo.jpg,,,05:28.7,05:28.7,1,,,,BIOCO NORTE,BIOCO NORTE,9253,3,1,3,pepe_esono@yahoo.es,1,jose.esono@ gecomsa.net,9,Telecommunication Services,62,Wireless Telecommunication Services,3,"Medium 101 - 999 employees
",66,240,66,66,66,,t
1035,OM BUSINESS GROUP SL,calle 3 de Agosto Malabo ,,,Malabo,66,country.equatorial.guinea,,333 090823,555 788756,,calle 3 de Agosto Malabo ,,,Malabo,66,,333 090823,555 788756,1035_photo.jpg,www.ombusinessgroupsl.com,,10:25.2,10:25.2,1,,,,Bioko Norte,Bioko Norte,9254,3,1,3,luismandela26@gmail.com,1,ombusinessgroupcontactos@gmail.com,6,Industrials,45,Professional Services,2,"Small 11 - 100 employees
",66,240,66,66,66,,t
1036,Transocean,"Rua Rainha Ginga, 187, Edificio Nginga",,,Ingombota,7,country.angola,,0,,,"Rua Rainha Ginga, 187, Edificio Nginga",,,Ingombota,7,,0,,1036_photo.jpg,,,56:43.3,56:43.3,1,,,,Luanda,Luanda,9204,3,2,3,ryan.webster@deepwater.com,2,connect@deepwater.com,3,Energy,20,"Oil, Gas & Consumable Fuels",4,"Large >1,000 employees
",7,244,233,7,233,,t
1037,WAC SERVICES SL,MALABO 2 VIVIENDAS SOCIALES,,,MALABO,66,country.equatorial.guinea,,555699800,551567008,,MALABO 2 VIVIENDAS SOCIALES,,,MALABO,66,,555699800,551567008,1037_photo.jpg,,,29:50.4,29:50.4,1,,,,BIOKO NORTE,BIOKO NORTE,9257,1,3,1,moises_oyono@hotmail.com,3,wac.servicessl2017@outlook.es,10,Utilities,66,Multi-Utilities,1,"Micro < 10 employees
",66,240,66,66,66,,t
1038,MPIE INGENIERIA ELECTRICA,KM4 PARAISO,,,MALABO,66,country.equatorial.guinea,,666708423,222 551 012,,KM4 PARAISO,,,MALABO,66,,666708423,222 551 012,1038_photo.jpg,,,55:51.7,55:51.7,1,,,,BIOKO NORTE,BIOKO NORTE,9264,3,1,3,nsueadol@hotmail.com,1,mpie.ing.elec@gmail.com,10,Utilities,63,Electrical Utilities,2,"Small 11 - 100 employees
",66,240,66,66,66,,t
1039,Conexxia,Paraiso,,,Malabo,68,country.estonia,,222550485,,,Paraiso,,,Malabo,68,,222550485,,1039_photo.jpg,www.conexxia.gq,,47:20.5,47:20.5,1,,,,Bioko,Bioko,9267,1,2,1,r.zurita@gms.ms,2,Info@conexxia.gq,9,Telecommunication Services,62,Wireless Telecommunication Services,1,"Micro < 10 employees
",66,372,204,66,204,,t
1040,ECUATORIAL EXPRES DE GESTION,ELA-NGUEMA (detras del colegio argentina),,,MALABO,66,country.equatorial.guinea,,666181959,555705664,,ELA-NGUEMA (detras del colegio argentina),,,MALABO,66,,666181959,555705664,1040_photo.jpg,,,21:54.6,21:54.6,1,,,,Bioko Norte,Bioko Norte,8918,3,1,3,eliezer.napolora@gmail.com,1,ecuatorialexpress.gestion@gmail.com,10,Utilities,66,Multi-Utilities,2,"Small 11 - 100 employees
",66,240,66,66,66,express20181022101828.pdf,t
1041,mpa sipaco holding,c\rey boncoro,,,Malabo,66,country.equatorial.guinea,115,333096857,222736929,,c\rey boncoro,,,Malabo,66,115,333096857,222736929,1041_photo.jpg,,,58:28.4,58:28.4,1,,,,Bioko Norte,Bioko Norte,9282,3,1,3,cfpmpaspaco@hotmail.com,1,darek.yayo@hotmail.com,11,NonProfit ,68,NonProfit,2,"Small 11 - 100 employees
",66,240,66,66,66,,t
1042,US EMBASSY MALABO,"Malabo II Highway, Besides Sonagas",,N/A,MALABO,66,country.equatorial.guinea,N/A,555000351,333095741,,Malabo II Highway,,N/A,MALABO,66,N/A,555000351,333095741,1042_photo.jpg,malabo.usembassy.gov,,17:40.8,10/23/2019 0:00,1,,,,BIOKO NORTE,BIOKO NORTE,9295,1,3,1,obugasenm@state.gov,3,malaboapplicant@state.gov,12,Government,69,Government,3,"Medium 101 - 999 employees
",66,240,66,233,66,,f
1043,INESEGE-SL,Semu ,,,Malabo,66,country.equatorial.guinea,,222117779,,,Semu ,,,Malabo,66,,222117779,,1043_photo.jpg,,,14:35.0,14:35.0,1,,,,Bioko Norte,Bioko Norte,9297,1,2,1,raymonfelix2008@hotmail.com,2,Felixramonedjangokue@hotmail.com,3,Energy,19,Energy Equipment & Services,1,"Micro < 10 employees
",66,240,233,66,233,,t
1044,GEPETROL,MALABO II,,,MALABO,66,country.equatorial.guinea,,666707729,,,MALABO II,,,MALABO,66,,666707729,,1044_photo.jpg,,,12:36.5,12:36.5,1,,,,BIOKO NORTE,BIOKO NORTE,9304,3,2,3,cesuba@gmail.com,2,gabinete-gepetrol@hotmail.com,3,Energy,20,"Oil, Gas & Consumable Fuels",4,"Large >1,000 employees
",66,240,233,66,233,,t
1045,EL FRIO,PARAISO ,,,Malabo ,66,country.equatorial.guinea,558,666651111,222231282,,PARAISO ,,,Malabo ,66,558,666651111,222231282,1045_photo.jpg,,,22:36.4,22:36.4,1,,,,Bioko Norte,Bioko Norte,9305,3,1,3,p.kamsu@eldoctorfrio.com,1,info@eldoctorfrio.com ,10,Utilities,63,Electrical Utilities,1,"Micro < 10 employees
",66,240,66,66,66,,t
1046,Multiservicios CGSL,"Barrio San Jose , Semu",,,Malabo,66,country.equatorial.guinea,444,555628202,222611123,,"Barrio San Jose , Semu",,,Malabo,66,444,555628202,222611123,1046_photo.jpg,www.multiservicioscgsl.com,,38:48.8,38:48.8,1,,,,Bioko Norte,Bioko Norte,9326,3,1,3,teodoro.bonsundi@gmail.com,1,manager@multiservicioscgsl.com,6,Industrials,45,Professional Services,1,"Micro < 10 employees
",66,240,66,66,66,,t
1047,AMA Bilingual School,"B/ Vicatana (end of Mostoles road), ",,,Malabo,66,country.equatorial.guinea,,555759377,,,"B/ Vicatana (end of Mostoles road), ",,,Malabo,66,,555759377,,1047_photo.jpg,amabilingualschool.com,,48:10.0,10/29/2019 0:00,1,,,,Bioko Norte,Bioko Norte,9327,1,2,1,lesliejmc3@gmail.com,2,amabilingual@gmail.com,6,Industrials,45,Professional Services,2,"Small 11 - 100 employees",66,240,233,205,233,,t
