company_id,name,registered_address_1,registered_address_2,registered_address_suite,registered_address_city,registered_address_country_id,country_registered,registered_address_zipcode,telephone_no,alternate_tele_no,fax_no,billing_address_1,billing_address_2,billing_address_suite,billing_address_city,billing_address_country_id,billing_address_zipcode,billing_telephone_number,billing_alt_telephone_no,logo_url,web_adr,overview,registration_date,active_untill_date,company_state,subscription_package,remaining_job_credit,total_user_subscription,registered_address_state,billing_address_state,contact_person_id,billing_phone_type_id,billing_alt_phone_type_id,phone_type_id,company_admin,alt_phone_type_id,email_id,sector_id,sectorname,industry_id,industryname,company_size_id,companysize,telephone_no_code,telephone_code,alternate_tele_no_code,billing_telephone_number_code,billing_alt_telephone_no_code,doc_url,is_public
144,FARMACIA LA BEGONA,"CENTRO COMERCIAL BANAPÁ
BARRIO BANAPÁ
",,,MALABO,66,nationality.equatorial.guinea,,666709200,222510714,,"CENTRO COMERCIAL BANAPÁ
BARRIO BANAPÁ
",,,MALABO,66,,666709200,222510714,144_photo.jpg,www.farmalabego.webs.com,,10/14/16 16:40,11/30/18 0:00,0,,,,BIOKO NORTE,BIOKO NORTE,1606,3,1,3,farmalabego1@gmail.com,1,farmalabego1@gmail.com,5,Health Care,34,Pharmaceuticals,1,"Micro < 10 employees
",66,240,66,66,66,,t
351,SOCIAL,Situé à la 76 rue 1.111 des écoles à Akwa-Douala.,,Apt,Douala,38,nationality.cameroon,237,+237 697 341 71,+237 674 810 29,,Situé à la 76 rue 1.111 des écoles à Akwa-Douala.,,Apt,Douala,38,237,+237 697 341 71,+237 674 810 29,351_photo.jpg,,,6/2/17 8:55,11/30/18 0:00,1,,,,Littoral,Littoral,3209,1,3,1,pdglebimensuelsocial@gmail.com,3,pdglebimensuelsocial@gmail.com,1,Consumer Discretionary,9,Media,1,"Micro < 10 employees
",38,237,38,38,38,,t
975,Gepsing,autovia Malabo2,,Edificio Ascoma,Malabo,66,nationality.equatorial.guinea,,222230057,222230279,,autovia Malabo2,,Edificio Ascoma,Malabo,66,,222230057,222230279,975_photo.jpg,,,10/25/17 9:40,11/30/18 0:00,1,,,,Bioko Norte,Bioko Norte,5991,1,3,1,esther.nlong@sbmoffshore.com,3,Pedro.Mifumu@Gepsing.com,3,Energy,20,"Oil, Gas & Consumable Fuels",3,"Medium 101 - 999 employees
",66,240,66,66,66,,t
353,MML Consulting ,"5b Leon Osapa 
Lagos, Nigeria",,,Lagos,160,nationality.slovakia,,8029998203,8164978629,,"5b Leon Osapa 
Lagos, Nigeria",,,Lagos,160,,8029998203,8164978629,353_photo.jpg,www.mml.com.ng,,6/12/17 11:32,11/30/18 0:00,1,,,,Lagos ,Lagos ,3221,1,1,1,ebikikoro@gmail.com,1,recruitment@mml.com.ng,6,Industrials,44,Marine,1,"Micro < 10 employees
",199,262,199,199,199,,t
600,MSS,C-Avd Naciones Unidas ,,,Malabo,66,nationality.equatorial.guinea,,333090968,222273476,,C-Avd Naciones Unidas ,,,Malabo,66,,333090968,222273476,600_photo.jpg,,,7/25/17 11:12,11/30/18 0:00,1,,,,Bioko Norte,Bioko Norte,3634,3,1,3,info@mssgroupglobal.com,1,info@mssgroupglobal.com,1,Consumer Discretionary,4,Diversified Consumer Services,2,"Small 11 - 100 employees
",66,240,66,66,66,,t
187,FENIX SL,"Carracolas
Parques de Africa
S/N",,,Malabo,66,nationality.equatorial.guinea,,555970676,555556425,,"Carracolas
Parques de Africa
S/N",,,Malabo,66,,555970676,555556425,187_photo.jpg,www.fenige.com,,12/2/16 10:33,11/30/18 0:00,0,,,,Bioco Norte,Bioco Norte,1987,1,1,1,contact@fenixge.com,1,contact@fenixge.com,9,Telecommunication Services,62,Wireless Telecommunication Services,1,"Micro < 10 employees
",66,240,66,66,66,,t
59,OFFIC TECH SL,"Avenida Hassan II, Malabo - EQuatorial Guinea",,,Malabo,66,nationality.equatorial.guinea,,2.40551E+11,2.40551E+11,,"Avenida Hassan II, Malabo - EQuatorial Guinea",,,Malabo,66,,2.40551E+11,2.40551E+11,59_photo.jpg,www.officetecheg.com,,10/5/15 15:12,11/30/18 0:00,2,,,,Bioko North,Bioko North,484,3,3,3,gagu@officepointeg.com,3,jobs@officepointeg.com,7,Information Technology,51,IT Services,1,"Micro < 10 employees
",66,240,66,66,66,,f
226,FMA SL,B/ Ela Nguema,,,Malabo,66,nationality.equatorial.guinea,,222273319,555273319,,B/ Ela Nguema,,,Malabo,66,,222273319,555273319,226_photo.jpg,,,12/7/16 13:51,11/30/18 0:00,0,,,,Bioko Norte,Bioko Norte,2040,1,1,1,fumagesl@gmail.com,1,fumagesl@gmail.com,1,Consumer Discretionary,4,Diversified Consumer Services,1,"Micro < 10 employees
",66,240,66,66,66,,t
354,Makonjo Media,Bonamoussadi,,Bonamoussadi,Douala,38,nationality.cameroon,237,677243603,695319952,,Bonamoussadi,,Bonamoussadi,Douala,38,237,677243603,695319952,354_photo.jpg,www.makonjo.com,,6/14/17 17:24,11/30/18 0:00,1,,,,Littoral Region,Littoral Region,3228,1,3,1,careers@makonjo.com,3,hello@makonjo.com,1,Consumer Discretionary,9,Media,2,"Small 11 - 100 employees
",38,237,38,38,38,,t
230,SERVICIOS GLOBALES DE GUIENEA ECUATORIAL,BUENA ESPERANZA,,,MALABO,66,nationality.equatorial.guinea,,222195797,222031461,,BUENA ESPERANZA,,,MALABO,66,,222195797,222031461,230_photo.jpg,,,12/7/16 15:47,11/30/18 0:00,0,,,,BIOKO NORTE,BIOKO NORTE,2044,1,1,1,sgge.sl@hotmail.com,1,sgge.sl@hotmail.com,7,Information Technology,52,Internet Software & Services,1,"Micro < 10 employees
",66,240,91,66,91,,t
1017,ROM-SERVICES,YOPOUGON,,Zone Industrielle,Abidjan,54,nationality.Dte.d.Ivoire,,58902512,78010630,,YOPOUGON,,Zone Industrielle,Abidjan,54,,58902512,78010630,1017_photo.jpg,www.rom-services.info.cm,,7/18/18 12:51,7/18/19 12:51,1,,,,Abidjan,Abidjan,5199,1,2,1,romualdkouassi93@gmail.com,2,rom_services@aol.com,7,Information Technology,51,IT Services,1,"Micro < 10 employees
",54,225,54,54,54,,t
937,Mama berth mode,Cité des palmiers ,,,Douala ,38,nationality.cameroon,None,675931390,675931390,233376602,Cité des palmiers ,,,Douala ,38,None,675931390,675931390,937_photo.jpg,None,,9/26/17 11:54,11/30/18 0:00,1,,,,Littoral ,Littoral ,5223,1,1,1,moutsirose@yahoo.fr,1,faikangounou@gmail.com,2,Consumer Staples,17,Personal Products,1,"Micro < 10 employees
",38,237,38,38,38,,t
688,iCUBEFARM SL,Paraiso S/N,,,Malabo,66,nationality.cameroon,,683064880,655307305,,Paraiso S/N,,,Malabo,66,,683064880,655307305,688_photo.jpg,www.icubefarm.com,,8/2/17 11:01,11/30/18 0:00,1,,,,Bioko Norte,Bioko Norte,3833,1,1,1,recruitment@icubefarm.com,1,contact-us@icubefarm.com,6,Industrials,45,Professional Services,1,"Micro < 10 employees
",38,237,38,38,38,,t
984,Tester Accel Company Admin,"Filmnagar 
Hyderabad",,#601,Hydreabad,100,nationality.united.states.of.america,500003,1234567898,1231231234,,"Filmnagar 
Hyderabad",,#601,Hydreabad,100,500003,1234567898,1231231234,984_photo.jpg,www.test.com,,11/15/17 6:06,11/30/18 0:00,1,,,,Telangana,Telangana,6503,3,3,3,accelqtest21@gmail.com,3,test@accelq.com,7,Information Technology,51,IT Services,1,"Micro < 10 employees
",233,1,233,233,233,,f
372,Easy Rent,"Top Floor, Express Exchange Building, Paramount",,,Buea,38,nationality.cameroon,,671904083,654 275 5 76,,"Top Floor, Express Exchange Building, Paramount",,,Buea,38,,671904083,654 275 5 76,372_photo.jpg,www.easyrent.cm,,7/4/17 8:22,11/30/18 0:00,1,,,,South West Region,South West Region,3264,1,3,1,asabafualefac@yahoo.com,3,hello@easyrent.cm,6,Industrials,39,Commercial Services & Supplies,1,"Micro < 10 employees
",38,237,38,38,38,,t
495,Webmaster Freelance,"Raoul CHEUDJIO
Yaoundé, Obili",,,Yaounde,38,nationality.cameroon,,696986083,696986083,,"Raoul CHEUDJIO
Yaoundé, Obili",,,Yaounde,38,,696986083,696986083,495_photo.jpg,webmaster-freelance.cm,,7/13/17 15:44,11/30/18 0:00,1,,,,Center Region,Center Region,3424,3,1,3,raoulcheudjio@webmaster-freelance.cm,1,raoulcheudjio@webmaster-freelance.cm,7,Information Technology,51,IT Services,1,"Micro < 10 employees
",38,237,38,38,38,,t
382,Zinger Systems,"
p.o box 144, Molyko, Buea, Buea, Cameroon",,,Buea,38,nationality.cameroon,,33323554,675264729,,"
p.o box 144, Molyko, Buea, Buea, Cameroon",,,Buea,38,,33323554,675264729,382_photo.jpg,,,7/4/17 13:19,11/30/18 0:00,1,,,,South West Region,South West Region,3277,3,1,3,Fua.tse@zingersystems.com,1,info@zingersystems.com,7,Information Technology,52,Internet Software & Services,1,"Micro < 10 employees
",38,237,38,38,38,,t
950,CAMPUS CONSULTING SARL,"BP : 10066 DOUALA 
FACE MAISON DU CYCLE ",,DU CARREFOUR AGYP,DOUALA,38,nationality.cameroon,,656299898,233418623,,"BP : 10066 DOUALA 
FACE MAISON DU CYCLE ",,DU CARREFOUR AGYP,DOUALA,38,,656299898,233418623,950_photo.jpg,www.c-csarl.cm,,9/28/17 8:04,11/30/18 0:00,1,,,,LITTORAL,LITTORAL,5317,1,3,1,angompai@yahoo.fr,3,keune.jislain@yahoo.com,6,Industrials,45,Professional Services,1,"Micro < 10 employees
",38,237,38,38,38,,t
864,AQFrenchCompany,98465,,,amsterdam,100,nationality.india,,9502208390,78965214786,,98465,,,amsterdam,100,,9502208390,78965214786,864_photo.jpg,,,9/5/17 13:07,11/30/18 0:00,1,,,,newyork,newyork,4655,1,3,1,aqprodfrenchcompany@mailinator.com,3,aqtestfrenchcomp@mailinator.com,7,Information Technology,51,IT Services,1,"Micro < 10 employees
",100,91,1,100,1,,t
368,Small Business Support Centre,"Top Floor 1st Trust Building, Great Soppo",,,Buea,38,nationality.cameroon,,680513060,665000655,,"Top Floor 1st Trust Building, Great Soppo",,,Buea,38,,680513060,665000655,368_photo.jpg,www.sbsc.cm,,7/3/17 15:11,11/30/18 0:00,1,,,,South West Region,South West Region,3259,3,1,3,layembunkur@gmail.com,1,sbsc.cameroon@gmail.com,6,Industrials,45,Professional Services,2,"Small 11 - 100 employees
",38,237,38,38,38,,t
369,Camer Human Capital ltd,"Molyko  Buea, Cameroon, P.O BOX 525, Buea",,,Buea,38,nationality.cameroon,,676677116,694 85 80 51,,"Molyko  Buea, Cameroon, P.O BOX 525, Buea",,,Buea,38,,676677116,694 85 80 51,369_photo.jpg,,,7/3/17 16:07,11/30/18 0:00,1,,,,South West Region,South West Region,3260,1,3,1,camerhumancapital@gmail.com,3,camerhumancapital@gmail.com,6,Industrials,45,Professional Services,1,"Micro < 10 employees
",38,237,38,38,38,,t
866,LPBPAA SERVICES,BP. 25292 Yaounde- CAMEROUN,,,Yaounde,38,nationality.cameroon,25292,242890809,656377748,,BP. 25292 Yaounde- CAMEROUN,,,Yaounde,38,25292,242890809,656377748,866_photo.jpg,,,9/5/17 16:23,11/30/18 0:00,1,,,,Centre,Centre,4663,3,1,3,angoango@yahoo.fr,1,lpbpaa_services2015@yahoo.com,6,Industrials,39,Commercial Services & Supplies,1,"Micro < 10 employees
",38,237,37,38,37,,t
380,CCNTECHNOLOGIES,"1525 Face Arno walking Central, Yaounde , Cameroon",,,Yaounde,38,nationality.cameroon,,650446114,673954 410,,"1525 Face Arno walking Central, Yaounde , Cameroon",,,Yaounde,38,,650446114,673954 410,380_photo.jpg,www.ccntechnologies.com,,7/4/17 13:07,11/30/18 0:00,1,,,,Center Region,Center Region,3275,3,1,3,joelminka@ccntechnologies.com,1,joelminka@ccntechnologies.com,7,Information Technology,51,IT Services,1,"Micro < 10 employees
",38,237,38,38,38,,t
702, Academic Excellence,"BP 17164 Douala Cameroun, Douala, Cameroon",,,Douala,38,nationality.cameroon,,690827474,672816060,,"BP 17164 Douala Cameroun, Douala, Cameroon",,,Douala,38,,690827474,672816060,702_photo.jpg,,,8/4/17 10:40,11/30/18 0:00,1,,,,Littoral Region,Littoral Region,3884,3,1,3,contact.acadexe@yahoo.com,1,contact.acadexe@yahoo.com,6,Industrials,45,Professional Services,2,"Small 11 - 100 employees
",38,237,38,38,38,,t
409,HILOTECHCM,"BAMENDA, CAMEROON",,,BAMENDA,38,nationality.cameroon,237,672259505,693113068,660,"BAMENDA, CAMEROON",,,BAMENDA,38,237,672259505,693113068,409_photo.jpg,www.hilotechcm.com,,7/6/17 8:46,11/30/18 0:00,1,,,,NORTHWEST,NORTHWEST,3312,1,3,1,hilosco94@yahoo.com,3,hilosco94@yahoo.com,6,Industrials,40,Construction & Engineering,2,"Small 11 - 100 employees
",38,237,38,38,38,,t
865,AQSpanishCompany,1516,,,amsterdam,100,nationality.india,,9502208390,5356656556,,1516,,,amsterdam,100,,9502208390,5356656556,865_photo.jpg,,,9/5/17 13:11,11/30/18 0:00,1,,,,newyork,newyork,4656,1,3,1,aqprodspanishcompany@mailinator.com,3,aqtestspanishcompany@mailinator.com,7,Information Technology,51,IT Services,4,"Large >1,000 employees
",100,91,1,100,1,,t
472,APAVE CAMEROUN,"AKWA  Ahmadou Ahidjo
BP : 438 Douala",,,Douala,38,nationality.cameroon,,679713690,679713690,,"AKWA  Ahmadou Ahidjo
BP : 438 Douala",,,Douala,38,,679713690,679713690,472_photo.jpg,,,7/12/17 10:52,11/30/18 0:00,1,,,,Littoral Region,Littoral Region,3397,3,1,3,kellycuty97@gmail.com,1,kellycuty97@gmail.com,6,Industrials,45,Professional Services,2,"Small 11 - 100 employees
",38,237,38,38,38,,t
434,CamertechTrends,"Melen, Yaounde, Cameroon",,,Yaounde,38,nationality.cameroon,,655915901,670239733,,"Melen, Yaounde, Cameroon",,,Yaounde,38,,655915901,670239733,434_photo.jpg,camertechtrends.com,,7/10/17 10:46,11/30/18 0:00,1,,,,Center Region,Center Region,3351,3,1,3,bamboriz1@gmail.com,1,bamboriz1@gmail.com,7,Information Technology,51,IT Services,1,"Micro < 10 employees
",38,237,38,38,38,,t
423,REPMA Cameroon,"Bastos, Yaounde, Cameroon",,,Yaounde,38,nationality.cameroon,,674731728,674731728,,"Bastos, Yaounde, Cameroon",,,Yaounde,38,,674731728,674731728,423_photo.jpg,www.repma.webs.com,,7/7/17 8:25,11/30/18 0:00,1,,,,Center Region,Center Region,3332,3,1,3,moforgoddy@yahoo.com,1,moforgoddy@yahoo.com,4,Financials,27,Real Estate Management & Development,1,"Micro < 10 employees
",38,237,38,38,38,,t
